100, 0.0000039831
110, 0.0000043652
120, 0.0000047505
130, 0.0000051371
140, 0.0000055236
150, 0.0000059088
160, 0.0000062918
170, 0.0000066719
180, 0.0000070485
190, 0.0000074213
200, 0.0000077901
210, 0.0000081545
220, 0.0000085145
230, 0.0000088700
240, 0.0000092209
250, 0.0000095674
260, 0.0000099093
270, 0.0000102470
280, 0.0000105800
290, 0.0000109090
300, 0.0000112330
310, 0.0000115530
320, 0.0000118690
330, 0.0000121820
340, 0.0000124900
350, 0.0000127950
360, 0.0000130950
370, 0.0000133930
380, 0.0000136860
390, 0.0000139770
400, 0.0000142640
410, 0.0000145470
420, 0.0000148280
430, 0.0000151060
440, 0.0000153800
450, 0.0000156520
460, 0.0000159210
470, 0.0000161870
480, 0.0000164500
490, 0.0000167110
500, 0.0000169690
510, 0.0000172250
520, 0.0000174780
530, 0.0000177290
540, 0.0000179780
550, 0.0000182250
560, 0.0000184690
570, 0.0000187110
580, 0.0000189510
590, 0.0000191900
600, 0.0000194260
