100, 0.0000076303
120, 0.0000091281
140, 0.000010572
160, 0.000011965
180, 0.000013309
200, 0.000014609
220, 0.000015867
240, 0.000017086
260, 0.00001827
280, 0.00001942
300, 0.000020539
320, 0.000021629
340, 0.000022692
360, 0.000023729
380, 0.000024743
400, 0.000025735
420, 0.000026705
440, 0.000027656
460, 0.000028588
480, 0.000029502
500, 0.000030399
520, 0.000031281
540, 0.000032147
560, 0.000032999
580, 0.000033838
600, 0.000034663
620, 0.000035476
640, 0.000036277
660, 0.000037067
680, 0.000037846
700, 0.000038615
720, 0.000039374
740, 0.000040123
760, 0.000040863
780, 0.000041594
800, 0.000042317
820, 0.000043032
840, 0.000043739
860, 0.000044438
880, 0.00004513
900, 0.000045815
920, 0.000046494
940, 0.000047166
960, 0.000047831
980, 0.000048491
1000, 0.000049144
